caseids,location,content
3618865,1,"尊敬的苏书记；您好！我是九江市，都昌县，汪墩乡，阳港村的一位普通的80后公民，在这里我想对您反映及建议的是关于小孩的教育问题（学前教育及义务教育），在我们那一带，只要提到我们阳港村的小学人们都不禁“摇头”啊·这其中包括学校环境和教师素质...记得我那时在校就读的时候真叫一个“荒唐”，那是在五年级期末考的那天，我们班主任居然明目张胆的贿赂监考老师，亲眼目睹了他塞给了监考老师2包香烟，把监考老师推出监考教室，然后居然把考试答案写在黑板上给我们照葫芦画瓢，至今想起来真叫我愤怒啊，心寒啊...至今还是如此,平时课堂上，老师几乎就是布置一些作业给我们做而自己就是和老师一起打牌就更不提了，家常便饭...我时常打心眼里问，这样的教育能育人才吗？这不是误人子弟吗？当然了，我所说的这些只是我脑海中印象较深的一个回忆.请问当前中央及各政府部门针对交易者块有什么政策方针吗？如此下去我还敢把自己的孩子放在家乡接受这样的教育吗?还请书记把教育问题放在心上啊，所谓百年大计，教育为本！！！"
3618870,1,苏荣书记您好！九江市修水县黄沙镇那里很多片区移民点公共设施都不完善，特别是民房屋前屋后排水道夏天一下大雨到处漫水，有一些屋后还有很高山坡，存在安全系数很大。跟镇政府反映没有一点效果，说我们刚建房时怎么不知道反映，现在他们不管了，我们都是农民不知道哪里说去。我们移民下来也不容易。黄沙镇泉源村枫树坳移民点马路也不平坦。
3618871,1,尊敬的苏书记：江西省不愧是中国革命的摇篮。今天网上读了宜黄县强拆自焚事件处理的报道，真让人高兴，这让我看到我党的希望，看到光明。只是这种处理要真正以法律为准绳，“王子犯法，与庶民同罪”。如果只是迫于舆论，为暂时平息民愤采取权宜之计，事过之后，或平级调动，甚或升迁，那全国的老百姓就会感到又受骗上当了。这种事件一多，党会彻底失去人民的信任，后果不堪设想。作为一个普通的党员，当听到周边人愤怒的斥骂声，我个人也会无地自容的。致以最崇高的敬礼！一个内蒙古的普通党员
3618874,1,尊敬的苏书记您好！我要跟您反映的是丰城市尚庄街办杨溪伏坪村的问题。伏坪村也叫伏坪岗村为什么有个岗字呢。是因为村庄的地理位置高。然而现在伏坪岗村可以改成伏坪洼。还正是工业园开发伏坪村周边农田所致。开发还是2003年的事情。当时是说这个村庄要整体搬迁的。直到现在才有一点动静，说是要旧村改造。而现在改造是在旧村的基础上。村后面有块地从开发到现在都没有用，但是不准村民到哪自建房。说那块地已归工业园所有。按照我国土地法三年没有用就归原集体所有。另选了一块地皮到村民建房。哪块地是村庄前面的哪块以前用土填起来的地。哪样村民建房资金就要更多。一点也没有为百姓着想。致于当前的情况我有几个疑问。疑问一：为什么现在不整体搬迁。二：为什么不要村庄整体搬迁到哪块已经多年没有用的地基比较好地。疑问三：该村交道不便、污水排放困难、生活环境较为恶劣多年没有人问津。
3618878,1,苏书记，你好，很高兴能有机会给你留言，我是革命老区，世界自然遗产地三清山脚下的农民，为了搞旅游开发，我村人均仅有的半亩优质水田，在没有国土部门批准的情况下被强制征收，现政府以每平方不到1公斤大蒜的价钱（15元）补偿给村民，并不给失地村民任何就业安置，失地村民以后的生活何去何从？请书记明察。
3618883,1,九江市云山垦殖场小里林场，地处佛教四大样板丛林之一的云居山脚下，去年开始响应国家村村通水泥路工程，给这个小村庄修水泥路，职工每人直接在工资里扣了300元，钱扣了，可是人口居住最多的地方，路却没有修到，还是烂泥路一条？村民给书记说了，可是不管用，现在只好出行走烂泥了，现在大家都有怨气，凭什么钱交了，可是路却没修进来，你说要是这里没几户人家住不舍得浪费钱也就罢了，可是人口居住最多的地方却不修？？？什么道理？村民都在背地里骂书记缺德啊！
3618884,1,江西余干的教育真的请领导去多多关心，公办学校没有学生了，可能你们领导不知道，上报人员很多，其实没有多少人了，请你去查查，我们余干本来就落后，如果教育再这样腐败下去，我们余干就更槽糕。
3618891,1,苏书记，您好！几天前，也就是9月10日发生在抚州市宜黄县的强拆至人自焚事件您知道了吗？这个问题太严重了，在社会上影响极坏，影响面也太宽了，记者通过调查如实披露了事实真相之后，在全国老百姓中引起了强烈愤慨，如此下去，那还了得！事实证明，当天宜黄县相关部门在副县长李敏军的带领下，对钟如琴家实施强拆，最终导致钟如琴家三口人自焚的严重后果。全国网友都带着愤怒的情绪关注着此事，对宜黄县的行为进行强烈谴责！以人为本，人命关天，宜黄县为何可以不顾百姓死活，官商勾结，干出如此伤天害理的事来！这是人民的政府吗，简直就是一伙强盗！如此下去，哪来社会的和谐？最终只会激化社会矛盾，严重损害党和政府的形象，败坏江西的形象！因此，特将这起恶性事件向您反映，望您加以关注，严处事件相关责任人，维护被拆迁人的合法利益！
3618892,1,苏书记：您好！据我所知，西湖区桃花镇在拆迁过程中，乡村两级干部贪污国家对农民的补偿款非常严重，简直令人发指！农民告状无门，苦不堪言！请求苏书记过问此事！万谢！！！！
3618894,1,江西税务腐败，不仅给企业尤其是中小企业的生存带来了危机，同时也造成国家税收的大量流失。现象：一、服务态度恶劣，假公济私，对企业公然敲诈勒索，几乎所有的专管员都会利用职权向所管企业变相或直接索贿，严重挫伤企业来赣来昌投资的积极性。二、官商勾结，采取垄断手段经营涉税产品和服务，严重增加中小企业非经营性成本。比如，强制一般纳税人企业向指定公司（航天金穗）购买网上报税系统，网上验票系统、开票专用电脑（有电脑的通不过检测也必须购买）、专用打印机、上网密钥等，购买软件以后每年还必须定期缴纳服务费……建议：开展江西税务系统的反腐风暴；调查并从根上取缔各地“航天金穗公司”，给企业减负，还江西投资环境的一片蓝天。
3618896,1,中国的腐败已经从学校的孩子身上开始蔓延，今天在公交车上遇见一位专门倒卖学生课外辅导书的书贩子，与学校老师合作，学校不管辅导书的质量，只看辅导书的价格，以2折左右的书价格把学校老师指定的辅导书批发回来，老师指定学生按照书全价购买，指定地点购买，，
3618900,1,尊敬的苏书记：省委民声通道开通以来，为老百姓解决了很多实际问题，深受民众拥护。现我有一情况向赵秘书长反映：我是南昌市东湖区豆芽巷120号居民郭风蓉，祖居房因公安厅集资建宿舍于2007年5月被东湖区拆迁办拆除。拆迁后我家同东湖区安置办和东湖区贤士湖管理处长巷村民委员会签订了房屋拆迁补偿安置协议书。协议书白纸黑字写得很清楚，安置在长巷小学旁的长巷村朱家湖农民公寓。拆迁后，我与家中八十多岁高龄母亲在外租房居住，老母亲年高体弱，身体不太好，期间带着老母亲几次到协议书中签订的朱家湖农民公寓的建设工地去看，我日盼夜盼希望安置房能早日建好，能让老母亲住回自己的房子。房子终于建好了，但村委会给的答复是：“房子不够分，我们也没办法，一套都给不了”。这真是晴天霹雳啊，于是我带着合同到市土地局、东湖区政府，经他们协调，长巷村村委会最终只同意合同的70%面积在长巷村朱家湖农民公寓安置，而且房源都是些经其他人挑剩下的，而且终日见不到太阳且不成形的斜角房。我们纳闷：1.中央强调要建设诚信社会和诚信政府，为什么我们有白纸黑字的安置合同，政府却不能严格履约，要知道房子对普通老百姓来说是天大的事情。2.长巷村村委会为什么没有一个透明的安置房分配方案，让所有安置户能公平公正的选房。实际上在动员拆迁时东湖区房屋拆迁安置办曾给我家承诺在朱家湖优先予以安置。3.整个从拆迁过程到目前安置过程，我总感觉到为什么有些人总让老实人吃亏？！我们要求：1.参照熊老三等五家拆迁户安置在有产权的南昌市城投康馨苑小区或者其他我们满意的小区。2.如果朱家湖农民公寓还有令我们满意的房子，我们原则同意按合同执行，优先选房。我的这一情况以向南昌市东湖区、南昌市政府多次反映，我们的基本述求就是希望政府按合同履约，但半年过去了，没一点结果。东湖区区长就一句话答复我们：“房子被分完了，我也没有办法，就算是我的错好了”。我没有要追究哪个人过错的意思，但不管谁的错，总不会要老百姓牺牲房子来买单吧。多次的上访让我们筋疲力尽，请书记为我家主持公道。申诉人：郭风蓉
3618901,1,尊敬的各位领导：您们好！我是九江一国企职工，前天在网上看到关于蜱虫伤人导致多人死亡案，我非常震撼和惊醒，使我对蜱虫的认识和了解以及深入的懂得它的危害性，感到后怕和自己的庆幸，上月周末我回老家（庐山区威家镇积余村）中午时分左右用手抚头发时发现头上有一只虫子样，就用手随便弹了下，可虫子还是没有掉下来，我便用手去摸寻（当时心里在想难道是什么东西凝到头发上了）后发现是只虫子扎进了头皮里了，心底就是一寒，心想这是什么东西哟，当时就用手用力直接拔了出来，一看那么大的虫子，登时一身冷汗，就用手把它捏死，弄的满手都是血，就立即清洗了手，也就没有在意，只是伤口有时还会隐隐作痛，想想是只小虫子没有去理会它了，过了2到3天我去理发，理发师傅发现了我头上的伤口就问是怎么回事，我就说没事是只小虫子咬了，洗头时可能是洗发水弄到伤口上去就一阵阵的麻痛，还是强忍了，就感觉好象细菌跟水一样从头顶而下涌进了头里一样，过了下就好了没事，晚上回家后就开始发烧，全身无力，腹泻，手脚部抽搐伴猥琐一时大约2到3分钟这个症状就消失了，头痛（主要是太阳穴部位）颈肩部下垂，（好象无力抬起头一样）也以为是感冒了第2天就吃了2片阿莫西林药，第3天就好了点后有点咳到第4天基本症状完全消失，可我看到各地的疫情，和我深知的经历后，还是不放心，昨天去几家医院检查，都是碰壁，不是没有这个科，就是看都不看就说没事没事我们这里没有那个虫子，不需要看，一点都没有重视，如果真是危急了还真是不知道应该怎么办好了，电话也打了无数个单位，不是停机了就是没有人接，这样怎么行呀，万一出现个公共卫生事件怎么应急呀！国家设立疾控中心是干嘛的了，值班的人都没有一个。从网上得知咬我的虫子就是叫蜱虫，我记得很清楚是一模一样的，对它我是深有理会，这个叫无形体病的症状和特点我再清楚不过了，因为我爸爸就是死于此病，我爸爸是1945年出生的，是庐山公路段的职工，1998年左右被蜱虫咬伤，当时也不知道这个虫就是叫蜱虫，更没有意识到的危害性，过了大约几天就发烧和无形体病的特征一么一样，家人也都是以为感冒了，我爸爸更是那样以为的，平常身体好的象头牛，从来没有病过小感冒都没有过，就是这个小小的虫子夺取了他的生命，当时也就是村医给治疗的几天后越来越严重，村医就加大了药量和激素药物，使得病情更加恶化严重，后去九江市171解放军医院就诊，当时诊断为高血压病，肾衰，血小扳减少，痢疾，可进171医院治疗了半月左右病情还在恶化，问医生，医生也说不出个所以然来，第2天医生还是建议我们转院，就住进了九江第一人民医院，进院不久又多检查出个心脏病来，在第一人民医院治疗效果更是不理想，因为这个医院是用西药比较多点，就是说用激素药物较多，到最后我爸爸见一要打针就害怕，说不打那个针了，情愿死了也不再打那个针了，说打那个针后体内好象有千万只虫在爬一样，后医生也是建议转院，就转到了九江市中医院治疗，没过2天中医院检查报告出来说我爸爸患心脏病，尿毒症了，2天透析一次，通过透析后精神和病情稍微有所好点和稳定，后来就是体内奇痒无比，象千万只蚂蚁在颤动一样，这样维持了不久最终我爸爸还是离开了，可在死亡后有人看到我爸爸的嘴巴里面出现蜱虫，我爸爸离开后家竟一落千丈，紧医药费就发了20多万，我妈妈没有工作在家务农，我爸爸走后受了打击后患了精神分裂症，就和我们生活在一起了，老家的房子就一直空闲在那里，可我上个月回家拿个东西就不幸被蜱虫咬了，我想家里肯定还有蜱虫，现在全国都在闹这病，为尽快的找到病源，是不是可以给专家们一点线索和驱除疫情的根源和寻找到原因，不时它下次又会咬谁了或者爆发大面积疫情了，我们村就有几个和我爸爸一样都是莫名其妙的死亡了，需要时我愿意捐献我爸爸的提取物，过去的无知失去的太多太痛，也想让我爸爸死得值，给更多的人带来警视和希望，望有关部门重视！！！重视！！！以上事迹千真万确，如有假话本人愿意负法律责任。周国宏呈2010年9月12日
3618902,1,尊敬的苏书记：您好！为了不耽误您宝贵的时间，我就直入话题吧。进城必考是我县教育人事调动的一个文明之举，也是婺源教育人事制度的一个质的飞跃，更是民主进步的标志！而今年的一系列教育人事调动事件，使这项制度来了180度的大倒退！事起有二：一是、县教育局机关单位因岗位需要，向上级主管部门申请，要求通过考试在全县教育系统内公开选拔4名局机关工作人员，报名工作都开始了，就在领取准考证的那天，被叫停，说是暂缓，实际上是为了某些不可见的交易。后经了解，原需公招的4个教育局机关工作岗位，都已被神通人士通过各种关系调入了（非考）。苏书记您说这其不会有贪腐吗？二是、婺源中学2010年秋季开学因部分义务教育教师岗位缺乏，向主管部门打报告要求在教育系统内公开招考6名教师，被相关部门否决。后又有神通人士，神不不知鬼不觉的登堂入室了。据了解，被调入婺源中学的6名老师都是深厚的背景，更有专业与岗位不相符的调入（需初中语老师，却调入一名关系很硬，后台很高的历史老师来任教）。莫非，婺源县的初中语文教师都天杀了。苏书记您说这其不会有贪腐吗？以上所陈述的皆是事实，望苏书记您明察，给党和人民一个答付吧！一位教师也是一名党员在教师节这天给您叩首2010年9月10日
3618905,1,苏荣书记您好：信丰县2010年不做人口普查吗？没有准生证上户口还强行要求交罚款。腐败的行为！
3618909,1,兴国县滨江公路施工为了节省资金，竟绕开民房，把兴国县主要河流-东河的河床填了部分做路基，像这样的施工肯定会影响河流的泄洪功能，也会影响公路的工程质量，谁能保证不会被洪水冲垮公路，像这样的美化亮化工程，把公路弯到河里也实在不美观，像这样的工程是造福工程还是害民工程。（注：施工地段在县工业园红门大桥150米以下）
3618910,1,苏书记您好！我是自来水公司职工。按理说水是独家经营，每家离不开水。可为什么连低保都不到的四百左右的工资每月都不能发放呢？08年都还欠职工两个月的工资，就用不着说这两年了。县领导其实也知道这情况，为什么不闻不问不去解决这两百多人职工无发生存的问题呢？不是经营不下去，而是存在严重管理问题。这么大县城水费连百分之三十都收不上来，连电费都顾不上，老是被供电部门停电。更谈不上发工资。为什么县领导知道公司领导不行，为什么不采取果断措施换领导呢？就让公司这样倒退到倒闭为止。真让职工不解。请书记调查为感！！！
3618922,1,"尊敬的苏荣书记：您好！我是红角洲长埇村里园谈家村村民黄正英，我今年已经64岁了，是一名中共党员，我的丈夫谈长龙（小名谈俭老）也是中共党员现已过世。我们夫妻俩都是遵纪守法，坚决拥护中国共产党的老党员，我一家都严格按照国家的政策计划生育只生一胎，但是，我所在的村，却因为家里的人口少，受尽欺负，到了生存都没有办法的地步了，如果您再不帮助我，我只有到北京去跳楼了。具体的事情是这样的：最近，我们村里的土地被征用，我家的12亩左右的水田也在被征用的范围。我村里共有5个小队，其中2、3、4、5小队都按照田地分在谁的名下，就归谁领取了土地征用费，但是，我所在的小队（1队）的小队长谈XX、谈XX等却以我家人口少,女儿外嫁等理由,不把被征用的土地补偿款给我，甚至提出如果要得钱也行，但必须把我名下的其他土地交出来分给那些超生的人！村里其他小队都没有提出这样的无理规定。现在我的土地被征用了，颗粒无收，补偿款又没有，我一个农民还怎么生活！怎么生存！国家发给我家的土地证上明确规定30年不变，为什么到了这些村官的口里却是想怎么变就怎么变!他们之所以这么猖狂就是仗着自己年轻的时候超生，家里人多！我还想问问计划生育是国家的国策，我遵守错了吗？为什么到最后变成了超生的人不但没有受到处罚反而横行无阻，遵守的人不但没有得到鼓励却受尽欺凌！苏书记，求您救救我一家人吧！"
3618929,1,尊敬的苏书记您好！我爸爸苏醒民1931年11月出生，1949年5月18日参加工作，当时为了方便记忆，用自己的出生月11月做工作日，1949年5月——8月在赣东北革命干部训练班学习，8月毕业后回江西省余江县双风区政府担任秘书工作；1949年5月——8月在赣东北革命干部训练班学习的有以下老同志：严素贞、聂学元、彭春大、扬雪莲、彭春标、严锦山等，我爸爸1949年9月本来和以上老同志一起南下贵州，后来由于工作需要留了下来，以上一起工作的老同志都是离休，只有我爸爸是退休，这么多年一直向江西省政府信箱反映，至今未能得到解决，现请求苏书记在百忙之中能还我爸爸真实工作时间，谢谢！经鹰潭市工业园区证实我爸爸苏醒民1949年5月18日参加工作，现在人证、物证都交给了江西鹰潭市信访局和江西鹰潭市工业园区信访办以及鹰潭市工业园区有关领导，可是江西鹰潭市工业园区领导就是不办，为了还历史事实，请求苏书记在百忙之中能尽快解决此问题，谢谢！此致敬礼！请求人：苏迟才电话：139701573072010年8月12日
3618933,1,要求省委按照四中全会加大查办违纪违法案件工作力度的部署和要求责令有关部门成立专案组对6﹒23绑架案进行依法查处尊敬的江西省委苏荣书记：您好！我夫妇都是有多年党龄的中共党员，我们向您反映的事情真实可靠。是您在报告中看不到；在汇报中听不到；下基层问不到的。九江市县公安局绑架案不作为造成我女儿惨遭绑匪杀害后不是本着“命案必破”及时追捕罪犯，而是弄虚作假、欺上瞒下、藐视上级领导和国家法律、漠视生命、违背客观事实和规律，以一个患有严重小儿麻痹后遗症，行走尚需双手搬腿一步一挪的劳改释放犯充当杀人犯，刑事审判开庭时审判长不准我追问同案犯的姓名。在我向各级领导部门反映法院枉法，要求公安机关追捕同案犯的同时将其执行死刑。以三日“成功侦破此案”大肆表彰、功过不分，致使同案犯至今逍遥法外，相关人员并得以提升。由于市公安局以权代法、搞假调查报告、向法院作伪证、包庇纵容犯罪，此后两年都昌县又连续发生看守所犯罪嫌疑人离奇死亡、干警打人抛尸窗外两起命案。省公安厅的在线交流更是作秀报喜不报忧。每月三次我坚持上网重复反映情况，“要求省公安厅成立专案组对6﹒23绑架案进行依法查处”几年来既无处理结果又无书面回复，向您书面反映多次也无回音。为此我夫妇受到市县公安机关打击报复、威胁恐吓、阻挡治病、殴打我妻。今年两会期间，市公安局驻京办王姓领导在马家楼指着我讲：“你把九江都昌搞得不得安宁，我在北京把你捏死犹如捏死一只蚂蚁，你下次再来我把你全家都弄死。”并连问六个信不信？嚣张气焰与黑社会比有过之而无不及。看到您发表的《“网络问政”是坚持党的群众路线的体现》文章中“知屋漏者在宇下，知政失者在草野”。草民深受感动。再次向您反映省政法部门重大疑难信访工作不作为，官官相护、包庇袒护下级机关。要坚持严格依法纠错。维护“既判力”必须以对当事人和案外人的权益、国家利益和公共利益没有损害为前提；维护司法权威必须以“公正合法”为基础；维护法院形象，必须以确无错误为条件。责令有关部门“成立专案组对6﹒23绑架案进行依法查处”；要求省委责令省高级人民法院对我提出的《刑事申诉状》、《行政再审申诉状》立案再审、公正判决。纠正错案，追捕同案犯、追究相关人员玩忽职守包庇罪犯的法律责任，赔偿受害人一切经济损失。处理结果请书面回复信访人。谨此敬颂大安江西省都昌县水利局冯上发余赛银
3618934,1,尊敬的苏书记您好！我们是江西省乐平市城市周边村庄的失地农民，近几年，乐平市政府以城市扩建为名，在既没有出示上级政府用地批文，又没有合法村民代表同意的情况下，以低价强行征用了我们一万余亩土地，致使数以万计的农民完全失去了土地，其征收的土地除一部分用于市政建设外，大部分都以高价卖给房产商搞开发，而乐平市政府对于我们失地农民就业和生活保障不管不顾，没办法，在08年前后，很多村庄多次联名向上级各相关部门反映，也曾引起上级政府重视，08年7月份底调查组到乐平调查，经查，我们反映的问题属实，乐平政府被迫出台了失地农民安置文件和信访处理承诺，但调查组走后，一直没有落实，农民得到的只是一纸空文，百姓又多次向上级政府反映，09年下半年，乐平政府才通知失地农民可以买养老保险，政府补贴一半，这一结果，对绝大多数失地农民而言，根本买不起，只有极少数人买了，而对失地农民就业问题至今未有解决，没有办法，我们只有再次联名向上级领导报告，请求乐平市政府安排失地农民就业，免费为失地农民办理养老保险，停止征用我们的土地，归还征而未建土地，以下是部分村庄失地农民的基本情况：一、乐平市洎阳街道办中店村基本情况自2003年至今已被征用了本村1300余亩土地，绝大部分用于房地产开发，如“金汇兰庭、水岸兰庭、大地豪城、东方大酒店”等，有700余户将近3000多人失去土地，村民至今大部分没有就业，生活一直没有保障。二、乐平市洎阳街道办杨家塘村基本情况本村现有人口300人左右，近几年，乐平市以建设“佳乐花园、消防大队、东风制药厂”等，以将本村土地全部征用完，300村民完全失去土地，政府至今没有安排失地农民就业和生活没有保障。三、乐平市洎阳街道办湖腰畈村基本情况本村现有人口近900人，近年来，乐平市政府以征收我村土地340亩左右用于建设“凤凰化城、第六中学、幼儿园、高速公路、经济实用房”等，造成400多人完全失去土地，就业和生活至今没有得到保障。四、乐平市洎阳街道办李家岭村基本情况本村现有人口300余人，近几年城市建设已将我村土地全部征用，造成我村300多人完全失去土地，村民请求政府从根本上解决失地农民的就业和生活保障问题。五、乐平市后港镇李太保村基本情况我村现有人口340多人，近几年乐平市政府以建设“206国道、凤凰华城、国土交易中心、人民医院、农贸市场”等为名，约征用我村400多亩土地，造成全村340多人完全失去土地，希望政府能解决失地农民就业和生活保障问题。六、乐平市后港镇唐家坂村基本情况本村现有人口1020人左右，近两年，政府以建设“国道、东风路、农贸市场、长运公司、公交公司、文化中心、为民服务中心”等，约征用我村土地700余亩，造成失地农民500多人，请求政府落实村民就业和生活保障问题。七、乐平市后港镇黎家仓村基本情况我村现有人口400人左右，乐平市近两年建设“大连路、香樟光华园、交通局、四星级宾馆”等共征用土地约300亩左右，造成150多人完全失去土地，至今政府没有合理安排失地农民就业和生活保障问题。八、乐平市接渡镇窑上村基本情况本村现有人口800余人，乐平市政府以建设“206国道、乐北联圩”等为名，征用了我村500余亩土地（10年来百姓至今没有得到征土地补尝款）造成我村800多人完全失去土地，村民要求政府按现时征地补尝价格，把征地款尽快交到百姓手中，并解决失地农民的就业和生活保障问题。以上是乐平市小部分村庄联名反映的情况，乐平市政府这样违法用地，给百姓带来痛苦，给国家土地资源造成损失，希望引起上级相关部门重视，督促乐平市政府解决失地农民的问题，查清乐平市违法用地情况，不要再征用我们的土地了。谢谢！各村代表的姓名和电话号码后港镇黎家仓村：周国祥手机：13155759176洎阳街道办中店村：方永新、王俊炎，手机：15879482805洎阳街道办杨家塘村：王水香手机：15079817520洎阳街道办湖腰坂村：黎寿元手机：13697981654洎阳街道办李家岭村：蒋龙女手机：15079857072后港镇李太保村：李长华、李志良手机：13767934969后港镇唐家畈村：唐有泉电话：0798-6817822
3618938,1,书记：您好！我是江西九江市彭泽县马当镇人，农民出生，几代以土地为生，土地是我们的命根子，政府征用我们的土地，我们都表示理解与支持，省政府与是政府对我们农民的关心与爱护我们是看在眼里的，但是关于补偿与补助之类，我们看了关于江西省土地征用相关条例，这些压根不合理，由此可见，我们的补偿金以及补助费用，大部分被县级、镇级以及村级部分干部私吞啦，到我们手里所剩无几，一亩地，每年400元，分八年付清，计3200元，我们家土地被占用一亩二分地，土地附着物（油菜）只赔了200元，根据我们家的收入计算，每年每亩地纯收入几乎接近一千四百元左右，八年计11200元，我们村就我们几家占地比较多，其他占地少的，不敢与县政府争取自己的利益，只能忍气吞声，还有其他村大部分土地也被征用，据听说，县政府将这些地高价卖与他人，本县一些有背景的人已经在这些土地上盖房，县政府乱用这些土地，我们这些靠土地为生的人，自古民不与官斗，因为都不过他们，我们只有忍气吞声，息事宁人。。。。。，希望书记为我们做主，我代表我们县的百姓谢谢您啦
3618939,1,"书记您好，我家在南昌市红谷滩原实验农场片区，是1997年通过正规手续（准建证、国有土地使用证、房产证）建设的房子。在2009年由于联泰公司开发就开始拆迁（归红谷滩新区管理，但却是由沙井拆迁办负责拆迁）。由于这个片区大部分房子都是农房，没有任何证件的，而他们既然要求我们跟其他农房一样，按照他们给农房制定的补偿标准拆（按政策农房的那个补偿标准比城市私房的要低很多），但后来由于我们家坚决反对就没拆，一直拖到现在。现在这里每天因施工而尘土飞扬，并且在我家门口堆了很多土，每次一下雨就全是泥巴。我想知道我家还拆不拆,什么时候拆，该按什么标准拆？如果要拆怎么没有相映的单位或部门来给个说法，我们该找什么单位；如果不拆怎么联泰说这块地他们买了，这块地现在明明还在我们手里，我们有国有土地部门的证件，也有买地的收据，一块土地能卖两家吗？"
3618943,1,有空的时候也抓一抓乡镇的腐败
3618948,1,南昌市中级法院(2009)洪民一终字第458号依据巳废止了的劳动部办公厅1997年88号文，对单位经营困难企业强制职工内退下岗、停薪留职人员，到新单位再就业，被新单位违法解聘，而该院判决在新单位可“随时解聘”再就业人员，难道下岗人员唯一出路就是下岗、下岗再下岗，为什么不受“劳动合同法保护”，难道唯一出路就是下岗待业吗？中央鼓励下岗职工再就业受政策法律保护体现在那里，法理、天理何在。千千万万个该类人，难道要死了人，上级才重视吗？有谁帮帮我们。
3618951,1,苏书记：您好！我想向您反映的事情是，德兴县到德兴铜矿的一条道路，修了五年了，到现在还有三百米左右至今没有修，附近居民叫苦连天。我现在在浙江这边打工，可每年回去那条路依旧是老样子，看看周边的省发展很快，但江西的发展实在是太慢了。希望您在百忙之中能过问一下此事，这条路就这么难修吗？
