Province,Year,x,z,_ID
黑龙江省,2005,0.6019,Central,49
山西省,2009,0.6019,Central,12
辽宁省,2013,0.6019,Eastern,229
广西壮族自治区,2006,0.602,Eastern,278
广东省,2006,0.602,Eastern,200
广西壮族自治区,2011,0.602,Eastern,265
河南省,2008,0.6021,Central,103
四川省,2018,0.6021,Western,215
四川省,2014,0.6022,Western,247
浙江省,2006,0.6023,Eastern,67
新疆维吾尔自治区,2007,0.6023,Western,20
广东省,2013,0.6023,Eastern,119
宁夏回族自治区,2006,0.6026,Western,70
广西壮族自治区,2014,0.6026,Eastern,241
湖北省,2015,0.6026,Central,88
山东省,2005,0.6027,Eastern,216
山东省,2014,0.6028,Eastern,177
江苏省,2018,0.6028,Eastern,121
湖南省,2005,0.6032,Central,112
湖北省,2019,0.6032,Central,295
湖南省,2018,0.6033,Central,256
河北省,2018,0.6034,Eastern,255
广东省,2018,0.6035,Eastern,187
湖南省,2005,0.6037,Central,256
河南省,2019,0.6037,Central,47
吉林省,2017,0.6038,Central,245
吉林省,2008,0.6039,Central,201
湖南省,2010,0.6039,Central,150
四川省,2012,0.6039,Western,171
四川省,2016,0.6039,Western,252
四川省,2017,0.604,Western,127
安徽省,2013,0.6041,Central,92
河南省,2009,0.6042,Central,110
河北省,2014,0.6044,Eastern,212
辽宁省,2010,0.6045,Eastern,15
安徽省,2006,0.6047,Central,269
河北省,2007,0.6048,Eastern,254
广西壮族自治区,2019,0.6048,Eastern,151
山东省,2011,0.605,Eastern,216
安徽省,2016,0.6051,Central,163
广东省,2016,0.6053,Eastern,152
福建省,2005,0.6054,Eastern,211
辽宁省,2007,0.6054,Eastern,143
湖北省,2016,0.6057,Central,88
辽宁省,2011,0.6058,Eastern,142
甘肃省,2008,0.6059,Western,86
山东省,2008,0.6059,Eastern,227
辽宁省,2011,0.606,Eastern,285
江西省,2015,0.6061,Central,7
湖南省,2015,0.6061,Central,256
广西壮族自治区,2009,0.6062,Eastern,96
山西省,2018,0.6064,Central,117
辽宁省,2013,0.6065,Eastern,207
安徽省,2016,0.6065,Central,269
四川省,2016,0.6066,Western,208
广东省,2010,0.6067,Eastern,182
广西壮族自治区,2010,0.6067,Eastern,265
广东省,2017,0.6068,Eastern,162
河北省,2014,0.6071,Eastern,232
云南省,2015,0.6071,Western,133
山西省,2012,0.6072,Central,137
河南省,2005,0.6073,Central,47
浙江省,2007,0.6073,Eastern,234
辽宁省,2005,0.6074,Eastern,207
山西省,2007,0.6076,Central,280
广东省,2014,0.6076,Eastern,23
河南省,2018,0.6079,Central,257
湖北省,2006,0.6086,Central,224
江西省,2009,0.6087,Central,243
广东省,2017,0.6088,Eastern,161
黑龙江省,2017,0.6089,Central,25
四川省,2011,0.6091,Western,215
山东省,2012,0.6091,Eastern,148
四川省,2019,0.6092,Western,104
广东省,2005,0.6093,Eastern,200
湖北省,2010,0.6093,Central,60
浙江省,2012,0.6093,Eastern,185
宁夏回族自治区,2016,0.6093,Western,10
广西壮族自治区,2005,0.6094,Eastern,96
湖南省,2008,0.6094,Central,205
河北省,2006,0.6095,Eastern,28
辽宁省,2006,0.6095,Eastern,143
宁夏回族自治区,2018,0.6098,Western,10
河南省,2014,0.6099,Central,30
河南省,2013,0.6101,Central,5
湖南省,2008,0.6106,Central,233
辽宁省,2018,0.6107,Eastern,246
湖南省,2008,0.6108,Central,150
四川省,2013,0.6108,Western,208
广西壮族自治区,2010,0.611,Eastern,96
湖南省,2009,0.6111,Central,233
云南省,2016,0.6111,Western,199
辽宁省,2013,0.6112,Eastern,266
广东省,2017,0.6112,Eastern,167
黑龙江省,2019,0.6113,Central,72
安徽省,2006,0.6114,Central,33
河南省,2017,0.6114,Central,110
河北省,2016,0.6115,Eastern,210
江西省,2018,0.6115,Central,7
福建省,2007,0.6116,Eastern,225
辽宁省,2011,0.6116,Eastern,230
江西省,2009,0.6119,Central,123
广西壮族自治区,2010,0.6119,Eastern,198
云南省,2008,0.6121,Western,135
湖北省,2015,0.6121,Central,60
湖北省,2014,0.6122,Central,60
云南省,2015,0.6123,Western,135
湖南省,2007,0.6124,Central,118
四川省,2012,0.6125,Western,283
辽宁省,2012,0.6126,Eastern,229
甘肃省,2018,0.6126,Western,261
河北省,2007,0.6127,Eastern,28
广东省,2007,0.6128,Eastern,119
广西壮族自治区,2007,0.6128,Eastern,198
江苏省,2014,0.613,Eastern,93
江苏省,2017,0.613,Eastern,170
湖北省,2007,0.6135,Central,88
江西省,2013,0.6135,Central,123
山东省,2018,0.6135,Eastern,189
内蒙古自治区,2012,0.6136,Central,244
河北省,2005,0.6137,Eastern,232
山东省,2006,0.6137,Eastern,148
云南省,2007,0.6137,Western,17
河南省,2016,0.6137,Central,257
安徽省,2013,0.6138,Central,51
江西省,2018,0.6139,Central,292
河北省,2015,0.614,Eastern,122
江苏省,2009,0.6141,Eastern,41
河北省,2015,0.6141,Eastern,212
江西省,2017,0.6142,Central,7
安徽省,2012,0.6143,Central,33
四川省,2018,0.6144,Western,21
甘肃省,2011,0.6146,Western,281
江西省,2008,0.6147,Central,243
四川省,2016,0.6148,Western,42
山东省,2010,0.6149,Eastern,177
广西壮族自治区,2013,0.6149,Eastern,265
河南省,2007,0.615,Central,190
辽宁省,2010,0.6151,Eastern,271
河北省,2007,0.6153,Eastern,212
湖南省,2006,0.6155,Central,158
湖南省,2007,0.6155,Central,205
宁夏回族自治区,2017,0.6155,Western,70
湖南省,2007,0.6156,Central,150
山西省,2010,0.6156,Central,76
云南省,2015,0.6157,Western,138
陕西省,2015,0.6157,Western,61
内蒙古自治区,2013,0.6159,Central,244
山西省,2018,0.6159,Central,248
湖南省,2014,0.616,Central,256
山东省,2011,0.6162,Eastern,177
吉林省,2017,0.6163,Central,202
江苏省,2018,0.6163,Eastern,249
甘肃省,2010,0.6164,Western,281
四川省,2016,0.6164,Western,283
新疆维吾尔自治区,2009,0.6165,Western,20
福建省,2011,0.6166,Eastern,225
甘肃省,2019,0.6166,Western,107
内蒙古自治区,2011,0.6168,Central,99
广东省,2012,0.6168,Eastern,182
河南省,2006,0.6169,Central,47
河南省,2010,0.6169,Central,5
江西省,2016,0.6169,Central,7
吉林省,2019,0.6169,Central,273
江西省,2007,0.6171,Central,243
山东省,2014,0.6171,Eastern,189
浙江省,2011,0.6172,Eastern,234
安徽省,2014,0.6172,Central,92
广西壮族自治区,2017,0.6172,Eastern,239
江苏省,2018,0.6172,Eastern,46
辽宁省,2010,0.6173,Eastern,276
湖北省,2009,0.6174,Central,156
山东省,2017,0.6177,Eastern,177
安徽省,2012,0.618,Central,51
江苏省,2013,0.6181,Eastern,180
安徽省,2016,0.6181,Central,82
河南省,2007,0.6184,Central,288
江西省,2011,0.6184,Central,123
河北省,2013,0.6184,Eastern,212
浙江省,2014,0.6184,Eastern,145
江西省,2014,0.6184,Central,243
吉林省,2014,0.6184,Central,202
江西省,2008,0.6185,Central,52
湖南省,2005,0.6186,Central,158
浙江省,2008,0.6187,Eastern,234
湖北省,2019,0.6187,Central,88
四川省,2011,0.6188,Western,171
甘肃省,2018,0.6188,Western,107
河北省,2011,0.6189,Eastern,210
浙江省,2010,0.6191,Eastern,185
安徽省,2018,0.6191,Central,287
四川省,2019,0.6191,Western,98
甘肃省,2006,0.6192,Western,74
安徽省,2012,0.6194,Central,92
广西壮族自治区,2018,0.6194,Eastern,166
福建省,2008,0.6196,Eastern,225
湖北省,2016,0.6196,Central,235
陕西省,2006,0.6199,Western,83
广西壮族自治区,2015,0.62,Eastern,43
四川省,2008,0.6203,Western,208
安徽省,2017,0.6203,Central,33
陕西省,2010,0.6204,Western,83
河北省,2010,0.6204,Eastern,232
四川省,2019,0.6204,Western,208
四川省,2012,0.6205,Western,104
四川省,2014,0.6206,Western,283
安徽省,2018,0.6206,Central,231
陕西省,2008,0.6207,Western,83
黑龙江省,2018,0.6207,Central,296
河北省,2008,0.6209,Eastern,212
河北省,2009,0.6209,Eastern,232
四川省,2009,0.621,Western,283
湖南省,2011,0.6211,Central,233
广西壮族自治区,2014,0.6212,Eastern,204
安徽省,2005,0.6213,Central,231
安徽省,2017,0.6213,Central,82
浙江省,2014,0.6215,Eastern,213
安徽省,2016,0.6215,Central,231
安徽省,2017,0.6217,Central,294
山东省,2009,0.6219,Eastern,227
湖南省,2017,0.6219,Central,256
黑龙江省,2005,0.622,Central,297
内蒙古自治区,2006,0.6221,Central,58
山西省,2009,0.6221,Central,136
贵州省,2009,0.6222,Western,253
天津市,2007,0.6226,Eastern,75
辽宁省,2012,0.6226,Eastern,271
广西壮族自治区,2019,0.6226,Eastern,241
内蒙古自治区,2008,0.6227,Central,99
甘肃省,2009,0.6229,Western,203
湖南省,2018,0.6229,Central,186
江西省,2005,0.623,Central,243
湖北省,2006,0.623,Central,79
安徽省,2018,0.623,Central,269
安徽省,2018,0.623,Central,220
辽宁省,2011,0.6231,Eastern,271
新疆维吾尔自治区,2010,0.6234,Western,20
广东省,2011,0.6234,Eastern,167
安徽省,2014,0.6234,Central,51
广西壮族自治区,2007,0.6236,Eastern,265
浙江省,2017,0.6236,Eastern,183
黑龙江省,2009,0.6237,Central,197
四川省,2017,0.6238,Western,208
广东省,2018,0.6239,Eastern,161
江西省,2013,0.6241,Central,243
贵州省,2007,0.6242,Western,34
河南省,2008,0.6243,Central,288
河北省,2012,0.6243,Eastern,255
河南省,2008,0.6244,Central,5
安徽省,2010,0.6244,Central,220
山西省,2012,0.6244,Central,275
四川省,2006,0.6245,Western,247
湖南省,2010,0.6246,Central,205
江苏省,2011,0.6248,Eastern,180
吉林省,2008,0.6249,Central,245
贵州省,2012,0.6249,Western,85
辽宁省,2008,0.625,Eastern,15
云南省,2009,0.625,Western,140
江苏省,2017,0.625,Eastern,93
安徽省,2008,0.6254,Central,231
湖南省,2008,0.6256,Central,118
广西壮族自治区,2019,0.6256,Eastern,204
内蒙古自治区,2006,0.6259,Central,244
广西壮族自治区,2018,0.626,Eastern,198
广西壮族自治区,2006,0.6261,Eastern,149
湖南省,2016,0.6261,Central,150
安徽省,2017,0.6263,Central,51
辽宁省,2006,0.6264,Eastern,230
山西省,2008,0.6265,Central,117
四川省,2019,0.6265,Western,42
贵州省,2011,0.6269,Western,253
辽宁省,2010,0.627,Eastern,207
黑龙江省,2006,0.6271,Central,291
河南省,2009,0.6271,Central,288
山西省,2009,0.6272,Central,55
云南省,2019,0.6272,Western,138
江苏省,2013,0.6274,Eastern,114
河北省,2019,0.6275,Eastern,212
山东省,2019,0.6276,Eastern,13
河北省,2012,0.6279,Eastern,108
山东省,2013,0.628,Eastern,148
福建省,2008,0.6281,Eastern,298
浙江省,2009,0.6281,Eastern,145
福建省,2011,0.6286,Eastern,298
湖北省,2007,0.6288,Central,235
湖北省,2008,0.629,Central,88
浙江省,2018,0.6291,Eastern,263
辽宁省,2012,0.6292,Eastern,142
四川省,2007,0.6293,Western,98
江苏省,2015,0.6293,Eastern,93
甘肃省,2013,0.6294,Western,261
浙江省,2012,0.6295,Eastern,145
湖南省,2016,0.6295,Central,233
四川省,2006,0.6296,Western,283
湖南省,2009,0.6296,Central,258
四川省,2014,0.6296,Western,21
湖北省,2008,0.6297,Central,235
广东省,2015,0.6298,Eastern,200
江苏省,2016,0.6298,Eastern,46
湖南省,2009,0.6299,Central,95
山东省,2017,0.63,Eastern,115
湖南省,2005,0.6301,Central,95
湖北省,2012,0.6301,Central,88
江苏省,2015,0.6301,Eastern,46
山西省,2010,0.6302,Central,12
四川省,2008,0.6303,Western,283
黑龙江省,2016,0.6303,Central,297
河南省,2005,0.6304,Central,190
安徽省,2015,0.6304,Central,163
山西省,2007,0.6306,Central,136
河南省,2010,0.6306,Central,172
四川省,2008,0.6308,Western,218
云南省,2010,0.6308,Western,14
四川省,2015,0.6309,Western,21
江苏省,2016,0.6309,Eastern,93
四川省,2009,0.6311,Western,208
山东省,2005,0.6312,Eastern,192
河南省,2009,0.6312,Central,172
安徽省,2009,0.6312,Central,92
黑龙江省,2009,0.6313,Central,27
山东省,2018,0.6313,Eastern,177
河南省,2006,0.6314,Central,110
湖南省,2009,0.6317,Central,205
广西壮族自治区,2019,0.6317,Eastern,265
四川省,2006,0.6318,Western,98
广东省,2016,0.632,Eastern,167
江西省,2012,0.6322,Central,139
湖北省,2017,0.6324,Central,235
河南省,2006,0.6327,Central,190
内蒙古自治区,2012,0.6327,Central,99
四川省,2013,0.6327,Western,215
广西壮族自治区,2013,0.6327,Eastern,278
浙江省,2010,0.633,Eastern,145
江苏省,2019,0.6331,Eastern,170
广东省,2010,0.6333,Eastern,161
河北省,2009,0.6334,Eastern,210
内蒙古自治区,2007,0.6335,Central,58
贵州省,2008,0.6335,Western,253
四川省,2010,0.6335,Western,127
江西省,2013,0.6335,Central,139
甘肃省,2008,0.6337,Western,203
河南省,2008,0.6337,Central,190
辽宁省,2009,0.6337,Eastern,230
辽宁省,2012,0.6337,Eastern,266
四川省,2009,0.6338,Western,127
四川省,2017,0.6338,Western,283
河南省,2010,0.6339,Central,257
江西省,2017,0.634,Central,22
辽宁省,2019,0.634,Eastern,271
山西省,2013,0.6341,Central,248
河北省,2013,0.6342,Eastern,28
新疆维吾尔自治区,2015,0.6342,Western,20
安徽省,2016,0.6342,Central,51
辽宁省,2005,0.6343,Eastern,285
广西壮族自治区,2018,0.6343,Eastern,144
山东省,2006,0.6345,Eastern,189
河南省,2010,0.6345,Central,190
安徽省,2014,0.6346,Central,269
四川省,2005,0.6347,Western,120
河北省,2016,0.6348,Eastern,232
陕西省,2009,0.6349,Western,83
湖南省,2016,0.635,Central,256
河南省,2007,0.6351,Central,257
福建省,2018,0.6351,Eastern,211
安徽省,2006,0.6352,Central,220
四川省,2012,0.6355,Western,215
辽宁省,2012,0.6355,Eastern,246
河北省,2010,0.6357,Eastern,28
广东省,2012,0.6357,Eastern,162
江西省,2013,0.6357,Central,52
安徽省,2016,0.6357,Central,294
黑龙江省,2014,0.6359,Central,1
江苏省,2018,0.6359,Eastern,93
湖南省,2006,0.6361,Central,150
湖北省,2011,0.6361,Central,156
福建省,2006,0.6364,Eastern,225
江苏省,2013,0.6364,Eastern,46
内蒙古自治区,2008,0.6365,Central,58
黑龙江省,2006,0.6366,Central,25
黑龙江省,2010,0.6367,Central,197
河南省,2007,0.6369,Central,110
四川省,2010,0.637,Western,247
广东省,2007,0.6371,Eastern,217
浙江省,2018,0.6372,Eastern,183
福建省,2010,0.6375,Eastern,298
云南省,2016,0.6375,Western,29
四川省,2018,0.6375,Western,208
四川省,2016,0.6378,Western,215
河北省,2007,0.6379,Eastern,210
河北省,2011,0.638,Eastern,122
江西省,2014,0.638,Central,52
浙江省,2010,0.6381,Eastern,234
广西壮族自治区,2012,0.6384,Eastern,39
广东省,2006,0.6386,Eastern,152
云南省,2014,0.6387,Western,133
安徽省,2011,0.639,Central,277
江苏省,2014,0.6391,Eastern,46
辽宁省,2011,0.6392,Eastern,266
江西省,2015,0.6392,Central,22
江西省,2010,0.6393,Central,52
湖北省,2013,0.6395,Central,88
山东省,2018,0.6395,Eastern,174
江西省,2008,0.6397,Central,89
四川省,2016,0.6397,Western,21
广西壮族自治区,2014,0.6398,Eastern,239
江苏省,2017,0.6398,Eastern,180
辽宁省,2014,0.6399,Eastern,229
辽宁省,2018,0.6399,Eastern,230
江苏省,2016,0.6405,Eastern,114
甘肃省,2005,0.6407,Western,155
福建省,2011,0.6407,Eastern,3
广西壮族自治区,2015,0.6407,Eastern,239
陕西省,2015,0.6407,Western,237
山东省,2011,0.6408,Eastern,192
江苏省,2012,0.6411,Eastern,180
辽宁省,2007,0.6412,Eastern,207
天津市,2006,0.6413,Eastern,75
辽宁省,2012,0.6413,Eastern,230
湖北省,2015,0.6413,Central,235
广东省,2008,0.6414,Eastern,217
山东省,2011,0.6414,Eastern,169
山东省,2019,0.6414,Eastern,174
广西壮族自治区,2006,0.6415,Eastern,265
辽宁省,2007,0.6415,Eastern,246
湖南省,2012,0.6415,Central,233
江苏省,2017,0.6415,Eastern,249
四川省,2018,0.6415,Western,283
山东省,2008,0.6416,Eastern,148
四川省,2013,0.6417,Western,252
广西壮族自治区,2016,0.6418,Eastern,151
福建省,2006,0.642,Eastern,3
湖南省,2017,0.642,Central,186
四川省,2017,0.642,Western,87
江西省,2005,0.6421,Central,89
湖南省,2017,0.6424,Central,150
黑龙江省,2010,0.6425,Central,27
河南省,2018,0.6425,Central,196
陕西省,2014,0.6426,Western,66
四川省,2007,0.6427,Western,252
浙江省,2017,0.6427,Eastern,50
山西省,2007,0.6429,Central,117
安徽省,2009,0.643,Central,220
浙江省,2005,0.6431,Eastern,185
山东省,2012,0.6431,Eastern,216
河北省,2019,0.6431,Eastern,255
山西省,2008,0.6433,Central,55
江苏省,2015,0.6433,Eastern,249
云南省,2013,0.6435,Western,135
河南省,2009,0.6436,Central,257
江苏省,2013,0.6436,Eastern,41
江苏省,2011,0.6438,Eastern,249
山东省,2016,0.6438,Eastern,132
江西省,2010,0.6439,Central,243
浙江省,2016,0.6439,Eastern,145
辽宁省,2006,0.644,Eastern,266
江西省,2010,0.644,Central,89
湖南省,2011,0.6441,Central,258
吉林省,2009,0.6442,Central,201
山东省,2011,0.6443,Eastern,189
四川省,2007,0.6445,Western,283
宁夏回族自治区,2008,0.6446,Western,56
黑龙江省,2016,0.6449,Central,291
广东省,2017,0.6449,Eastern,126
内蒙古自治区,2019,0.6449,Central,244
河北省,2011,0.6451,Eastern,108
河北省,2018,0.6451,Eastern,210
浙江省,2013,0.6452,Eastern,213
山东省,2017,0.6452,Eastern,148
安徽省,2014,0.6454,Central,231
河南省,2019,0.6454,Central,196
陕西省,2010,0.6455,Western,159
四川省,2013,0.6455,Western,283
浙江省,2013,0.646,Eastern,145
河南省,2006,0.6463,Central,288
山东省,2009,0.6463,Eastern,189
广西壮族自治区,2012,0.6464,Eastern,241
四川省,2014,0.6464,Western,252
四川省,2009,0.6465,Western,218
安徽省,2018,0.6468,Central,163
云南省,2014,0.6469,Western,17
四川省,2009,0.6472,Western,120
广西壮族自治区,2014,0.6472,Eastern,265
河南省,2005,0.6473,Central,110
吉林省,2014,0.6473,Central,250
山东省,2015,0.6473,Eastern,148
河南省,2010,0.6475,Central,288
湖南省,2013,0.6475,Central,233
安徽省,2015,0.6475,Central,277
云南省,2017,0.6475,Western,199
广西壮族自治区,2008,0.6476,Eastern,39
黑龙江省,2011,0.6476,Central,63
黑龙江省,2013,0.6476,Central,289
安徽省,2013,0.6476,Central,231
安徽省,2016,0.6476,Central,33
黑龙江省,2018,0.6477,Central,63
江苏省,2014,0.6478,Eastern,41
浙江省,2012,0.6481,Eastern,67
广西壮族自治区,2008,0.6484,Eastern,153
云南省,2019,0.6489,Western,14
福建省,2009,0.649,Eastern,298
湖南省,2018,0.649,Central,150
河南省,2006,0.6491,Central,5
甘肃省,2008,0.6491,Western,261
河北省,2006,0.6492,Eastern,210
福建省,2012,0.6492,Eastern,298
安徽省,2008,0.6493,Central,277
河北省,2013,0.6493,Eastern,232
安徽省,2007,0.6494,Central,188
山东省,2011,0.6495,Eastern,13
甘肃省,2011,0.6495,Western,155
内蒙古自治区,2013,0.6499,Central,18
黑龙江省,2013,0.6499,Central,63
四川省,2010,0.6501,Western,208
湖南省,2012,0.6501,Central,205
山东省,2012,0.6502,Eastern,177
安徽省,2012,0.6503,Central,277
安徽省,2007,0.6504,Central,82
四川省,2015,0.6504,Western,215
浙江省,2019,0.6504,Eastern,185
广西壮族自治区,2007,0.6505,Eastern,153
河南省,2018,0.6505,Central,30
湖南省,2006,0.6507,Central,205
内蒙古自治区,2006,0.6512,Central,99
江苏省,2015,0.6514,Eastern,121
广东省,2018,0.6514,Eastern,11
江苏省,2013,0.6515,Eastern,121
广东省,2005,0.6517,Eastern,217
浙江省,2008,0.6517,Eastern,185
辽宁省,2017,0.6518,Eastern,207
广西壮族自治区,2019,0.6518,Eastern,198
江西省,2010,0.6519,Central,123
江西省,2014,0.652,Central,123
辽宁省,2014,0.6522,Eastern,271
内蒙古自治区,2007,0.6523,Central,99
安徽省,2013,0.6523,Central,287
安徽省,2010,0.6524,Central,231
江西省,2011,0.6526,Central,52
黑龙江省,2013,0.6526,Central,296
湖南省,2015,0.6526,Central,233
河北省,2009,0.6528,Eastern,255
贵州省,2007,0.653,Western,253
河北省,2017,0.653,Eastern,212
广西壮族自治区,2006,0.6531,Eastern,198
安徽省,2007,0.6532,Central,231
江西省,2012,0.6535,Central,243
安徽省,2015,0.6537,Central,51
山西省,2011,0.6538,Central,12
黑龙江省,2007,0.6539,Central,27
山西省,2006,0.6541,Central,136
辽宁省,2007,0.6541,Eastern,15
黑龙江省,2008,0.6541,Central,289
甘肃省,2008,0.6542,Western,155
湖北省,2017,0.6544,Central,60
江西省,2019,0.6544,Central,7
湖南省,2011,0.6546,Central,256
河北省,2012,0.6546,Eastern,210
贵州省,2015,0.6546,Western,34
广东省,2016,0.6547,Eastern,217
山东省,2019,0.6548,Eastern,192
山东省,2009,0.6549,Eastern,148
河南省,2017,0.655,Central,5
黑龙江省,2016,0.6551,Central,289
江西省,2019,0.6552,Central,139
湖北省,2010,0.6554,Central,156
黑龙江省,2015,0.6554,Central,297
陕西省,2016,0.6558,Western,159
安徽省,2017,0.656,Central,269
宁夏回族自治区,2006,0.6562,Western,56
四川省,2005,0.6563,Western,252
山东省,2007,0.6563,Eastern,148
福建省,2011,0.6563,Eastern,48
山东省,2009,0.6566,Eastern,177
新疆维吾尔自治区,2017,0.6566,Western,32
河南省,2017,0.6567,Central,238
江苏省,2008,0.6568,Eastern,41
山东省,2010,0.6568,Eastern,148
内蒙古自治区,2010,0.6569,Central,19
新疆维吾尔自治区,2006,0.6571,Western,20
江苏省,2011,0.6573,Eastern,41
河南省,2017,0.6576,Central,172
山东省,2017,0.6578,Eastern,227
江苏省,2016,0.6579,Eastern,121
四川省,2011,0.6581,Western,127
河北省,2018,0.6581,Eastern,212
江苏省,2005,0.6582,Eastern,272
安徽省,2018,0.6585,Central,91
湖北省,2009,0.6586,Central,235
江西省,2012,0.6586,Central,52
河北省,2010,0.6587,Eastern,210
安徽省,2015,0.6587,Central,82
河南省,2018,0.6589,Central,110
江西省,2019,0.6589,Central,228
云南省,2019,0.659,Western,29
江苏省,2016,0.6592,Eastern,170
四川省,2007,0.6593,Western,215
浙江省,2012,0.6593,Eastern,81
广东省,2014,0.6593,Eastern,162
湖南省,2019,0.6594,Central,258
湖南省,2006,0.6595,Central,118
广东省,2012,0.6596,Eastern,167
甘肃省,2007,0.6598,Western,86
陕西省,2017,0.6599,Western,159
湖南省,2012,0.66,Central,150
山东省,2010,0.6601,Eastern,227
河北省,2011,0.6601,Eastern,255
山西省,2016,0.6602,Central,141
浙江省,2017,0.6602,Eastern,145
四川省,2018,0.6602,Western,120
辽宁省,2010,0.6606,Eastern,246
江西省,2019,0.6606,Central,89
四川省,2006,0.6607,Western,127
浙江省,2009,0.6608,Eastern,219
四川省,2013,0.6608,Western,247
吉林省,2012,0.6609,Central,201
安徽省,2009,0.661,Central,277
四川省,2012,0.6612,Western,247
河北省,2008,0.6613,Eastern,210
安徽省,2008,0.6614,Central,82
云南省,2016,0.6614,Western,138
山东省,2011,0.6615,Eastern,174
内蒙古自治区,2011,0.6615,Central,37
湖南省,2015,0.6616,Central,158
湖南省,2007,0.6619,Central,233
辽宁省,2019,0.6619,Eastern,246
四川省,2005,0.662,Western,242
山西省,2006,0.6623,Central,280
山东省,2016,0.6623,Eastern,177
广西壮族自治区,2016,0.6624,Eastern,144
江苏省,2014,0.6625,Eastern,121
广东省,2009,0.6627,Eastern,217
江西省,2014,0.6627,Central,139
湖南省,2019,0.6627,Central,256
广西壮族自治区,2007,0.6629,Eastern,151
内蒙古自治区,2010,0.663,Central,244
福建省,2006,0.6632,Eastern,298
江苏省,2006,0.6632,Eastern,41
江苏省,2017,0.6635,Eastern,121
四川省,2011,0.6637,Western,247
浙江省,2011,0.6641,Eastern,81
四川省,2015,0.6641,Western,283
四川省,2009,0.6642,Western,116
天津市,2008,0.6644,Eastern,75
山东省,2008,0.6644,Eastern,189
海南省,2019,0.6647,Eastern,2
安徽省,2008,0.6648,Central,188
湖南省,2008,0.6649,Central,95
山西省,2010,0.6649,Central,137
四川省,2007,0.665,Western,218
广东省,2013,0.665,Eastern,162
江西省,2016,0.665,Central,129
内蒙古自治区,2012,0.6651,Central,18
福建省,2017,0.6651,Eastern,211
江苏省,2014,0.6653,Eastern,114
江西省,2017,0.6653,Central,228
山东省,2012,0.6654,Eastern,174
浙江省,2015,0.6656,Eastern,185
江西省,2018,0.6656,Central,228
四川省,2010,0.6662,Western,218
安徽省,2017,0.6662,Central,24
江苏省,2005,0.6663,Eastern,41
甘肃省,2006,0.6663,Western,155
河北省,2006,0.6663,Eastern,254
四川省,2018,0.6664,Western,252
四川省,2007,0.6668,Western,247
江西省,2019,0.6669,Central,243
湖南省,2008,0.667,Central,78
湖南省,2013,0.667,Central,78
浙江省,2019,0.667,Eastern,213
四川省,2008,0.6671,Western,120
河南省,2016,0.6671,Central,238
江西省,2006,0.6672,Central,45
黑龙江省,2005,0.6673,Central,25
江西省,2007,0.6673,Central,52
吉林省,2013,0.6673,Central,250
江苏省,2015,0.6674,Eastern,170
黑龙江省,2005,0.6678,Central,27
山东省,2007,0.6678,Eastern,132
河北省,2019,0.6679,Eastern,122
山东省,2016,0.668,Eastern,174
山东省,2014,0.6682,Eastern,148
福建省,2008,0.6683,Eastern,211
安徽省,2010,0.6683,Central,92
上海市,2005,0.6686,Eastern,6
安徽省,2009,0.6686,Central,82
河北省,2009,0.6687,Eastern,64
广西壮族自治区,2015,0.669,Eastern,265
广西壮族自治区,2009,0.6691,Eastern,151
广东省,2015,0.6691,Eastern,167
广东省,2010,0.6692,Eastern,162
山东省,2015,0.6692,Eastern,177
湖南省,2017,0.6692,Central,233
吉林省,2013,0.6694,Central,202
广西壮族自治区,2005,0.6696,Eastern,153
广西壮族自治区,2018,0.6696,Eastern,239
内蒙古自治区,2008,0.6697,Central,251
山东省,2015,0.6697,Eastern,115
贵州省,2016,0.6698,Western,85
湖北省,2019,0.6699,Central,223
四川省,2019,0.6699,Western,283
四川省,2014,0.67,Western,87
陕西省,2011,0.6703,Western,61
广西壮族自治区,2019,0.6705,Eastern,239
四川省,2012,0.6708,Western,252
陕西省,2011,0.6709,Western,159
湖南省,2007,0.6711,Central,95
吉林省,2009,0.6711,Central,69
广东省,2016,0.6714,Eastern,182
内蒙古自治区,2006,0.6716,Central,251
浙江省,2008,0.6716,Eastern,145
四川省,2014,0.6716,Western,215
江苏省,2010,0.6718,Eastern,249
湖南省,2011,0.6718,Central,95
山东省,2012,0.6718,Eastern,169
浙江省,2005,0.672,Eastern,219
广西壮族自治区,2006,0.6721,Eastern,153
重庆市,2019,0.6721,Western,262
广西壮族自治区,2008,0.6723,Eastern,96
四川省,2015,0.6724,Western,42
黑龙江省,2014,0.6725,Central,25
江苏省,2013,0.6727,Eastern,249
辽宁省,2006,0.6728,Eastern,207
江西省,2015,0.6729,Central,292
山东省,2017,0.6729,Eastern,132
甘肃省,2007,0.673,Western,261
安徽省,2008,0.673,Central,92
云南省,2011,0.6732,Western,140
湖南省,2013,0.6732,Central,256
广东省,2005,0.6733,Eastern,119
山西省,2005,0.6733,Central,141
浙江省,2014,0.6736,Eastern,185
广西壮族自治区,2007,0.6737,Eastern,96
江苏省,2007,0.6739,Eastern,41
山东省,2012,0.6742,Eastern,192
江苏省,2008,0.6744,Eastern,114
湖南省,2013,0.6745,Central,150
河北省,2006,0.6746,Eastern,255
吉林省,2018,0.6746,Central,245
山东省,2013,0.675,Eastern,174
江西省,2005,0.6751,Central,45
河南省,2006,0.6751,Central,257
安徽省,2010,0.6751,Central,277
